Sentence_id,sentence
57534,"نستفيد شنو نحنا يعني كلو يوم التقيت التقيت شوف مشاكل البلد في الجاز والخبز"
57535,"هوي ياحميدتي ماتتزبزب خليك كلمتك واااحده يا علمانيه يالا زي كباشي نار الضلع زمن السديس انتهى مش قلت كده"
57536,"اول شي الحلو داء كون الزمن كلو ماسك لينا في فصل الدين عن الدولة خلي يقعد في كراكيرو دية"
57537,"يفصل سلاسكم الفقرية البلد دي ما حقتكم براكم عشان تققرروا مصيرها فى قضية مهمة كهذه ياحمتى"
57538,"الشعار الجديد تقفل شارع تقفل كبري يا برهان جاينك دغري"
57539,"الخروج من قائمة الارهاب لبباركوه برهان وحميدتي والمؤتمر الوطني ده طرفنا منه"
57540,"حنشوف زي اللجلجة دي كتير جداً في الفترة الجاية خصوصاً بعد قانون الكونغرس و إقتراب مواعيد وصول البعثة الأممية"
57541,"عشان كدا بطلع زي دا في القنوات و يولول عن إستهداف خيالي و يسوق لفكرة أن الجيش بكامله مُستهدف"
57542,"الوهمي دا إسمه ساتي سوركتي و ما عارفه شغال شنو لكن كلامه دا كلام زول شغال طبال"
57543,"في سؤال حايم في راسي هل فعلا مستسار إعلامي للبرهان ولا زول بانقا ساي"
57544,"شايف الناس بتقول عليهو مستشار لكن ما بعرف الوهم ديل عشان افرزهم"
57545,"يا غازي ده كوز اسمه ساتي سوركتي وكان مسؤول بي ترتيبات الامن والدفاع في نيفاشا و عنصري لمن بهناك"
57546,"حق نظرية المؤامرة تعبان نفسياً حبيبنا ده شوف ده مناظرات الوحدة والانفصال تعرف الزول ده شايت وين"
57547,"احب اطمئنك والله حتمشوا وتجو راجعين تاني للعسكرلانهم هم ركازة البلد وغيرهم مافي مهما حاولتوا من تلميع"
57548,"كلام قرار كونغرس والحاجات البتتكلموا عنها دة موضوع عايزين تشغلوا بيهو الشعب السوداني المسكين زيي"
57549,"بجيبا ليك دغري من الاخر بعثة اممية ما في بتخش البلد دي وتشوف عينك اها وقع ليك"
57550,"الناس تتشايل أصلو ما تسخن طرف الصوت بهبشك ودورك حار الله يكرمك"
57551,"هيي أولادنا ع بناتنا سمحين ومحل حارقكم ختو شطة بس اسمح من المحس ماف"
57552,"الجمال لو اتلحس تلقاهو بس عند المحس الصراحة نجاضين ياا واولادهم اصلين م عندهم مشكلة"
57553,"تفتح الفيس تلقى ديل بشتموا في المحس وتانين بثبتوا انهم فلاته مؤصلين عشان امس اتعنصروا عليهم"
57554,"غيرهم بنبزوا الدناقلة ياكلوا بعض كده وانه اي واحد آخر من التاني ولو مشو السعوديه القريبة دي يقولوا ليهم كلهم عبيد"
57555,"اخر الزمن زمان كان السودان والسعوديه من برا برا كدا تشوف في ضوابط يعني احسن من غيرهم"
57556,"هسع ديل يقولو عليهم شنو عل هز ما خرج من جلو الشعب السوداني وافقد مناجلو ارواح"
57557,"العامل الجوطه دي كلها كافر واحد لكن لي الصوت عالي كدا الخوفه تكون صواريخ بعيدة المدى حق الجيش"
57558,"والله قدر م كابسته لي تعليق مناسب م لقيت راسي بقا فاضي من الزعل والغبينه"
57559,"كلامكم عجيب يعني انتم توسخو واطة و تتشتكو مفروض براكم تنظفو كراتين و اكياس كلها من حاجات بتبيعوها استغفر الله العظيم"
57560,"اكعب واكتر من كدة مبالغه احنا زاتنا بقينا نخاف نمش بي ليبيا مبالغه والعجب عن كيه الناس الفارشه في الارض"
57561,"انا خايفه يحصل فينا زي م حصل لارمينيا الحكومة تتنازل تحت ضغوط ونقعد نحنا نندب في حظنا"
57562,"مش فيصل دة فاضحنا دائما وخشمه الكبير دة م بيمسكه ولو اتكلم بيتكلم زور وباطل قنعت منه ف احداث كسلا"
57563,"عليكم الله وحلفتكم بالله كل المسؤلين القحاحيط كلهم بدون فرز ناس الجيش بقولوا ليكم مادايرين منكم اي وقفه"
57564,"خليكم في ثباتكم دا بس دايريين منكم قفلوا خشومكم بس مادايرين منكم اي تصريح قفلو خشومكم بس بس"
57565,"امسكو زولكم دا قولوا ما تطلع تقول حاجه من غير التركيز في مضمونها"
57566,".ياخي شكلو دا شكل زول ما بفهم في الإعلام اجيك مرتبك كدا التقول ساكي كلب"
57567,"حماية المدنيين في الكلاكلة القريبة دي ماحميتوهم الدم السوداني واحد ولا شنو"
57568,"مره مليشيات مجهوله ومره مليشيات من اقليم الامهره يااخ قولو الجيش الاثيوبي عدييل"
57569,"لولعوا م ينفع تاني كم مات اي زول مافي حاجة بقالوا مليشيات الاثيوبيا منو المسول هم اثوبيا زاتو"
57570,"اول مرة اعرف انه نص الشعب السوداني م بعرف تاريخ بلدوا ماشين امفكوا ساي"
57571,"نحنا متين نتهي من حنك القبايل ده ونبني بلد من قبيله وحده اسمها السودان"
57572,"ما فضل الا تقول للناس اي زول يحفر قبرو و ياكل في فراشو دا اصلاً لو كان في أكل"
57573,"خلاص الشعب العظيم انتهى المات جوع والاغترب وتشرد اقترح تغير الي موتانا الابي او خاطب الماعز"
57574,"مافي زول طالبكم بعلاقات خارجية في ناس ابسط طموحها في البلد دي دايرة تاكل"
57575,"الزول دا كلما ظهر فى الاعلام رافع ايديهو شايل الفاتحه على السودان"
57576,"طول ما اللجنة الامنية قاعده كوز بتحاكم مافي على العهد هم لسه"
57577,"اسي ياوزير الثقافة نستفيد شنو لما تجيب لينا في أشكال ما انزل الله بها من سلطان"
57578,"قول لية كلف نفسك امشي شوف مشروع سكر الجنيد انتهى كيف من العطش قصب ماشي على الحصاد ادمر وعطش من عدم الموية"
57579,"والله ياحمداكا انا بقيت محتار اقيف معاك ولا ضدك دخلتني في فتيل"
57580,"نتا زول وطني لاكن في الحاضنة الغلط وقعت في حزب تماسيح السودان القحاتة"
57581,"بقيت زي الشريفة القاعدة في بيت شكش قبل ماتفتح خشمك الشيوعية والعلمانية يقوليك ياسلام"
57582,"يضحكو ويقرقرو ويتشاكلو فيك منو يجسك اول عشان تطلع من الشقة ح تقوم تلاقي حميدتي في السلم"
57583,"يقوليك وين يا انا تعال نحسم الفوضى الجوة دي تنزل تحت شوية تلاقى البواب مناوي يحاول يستدرجك يقوليك فيها ولا نطفيها"
57584,"انا سيد الرصة الفوق دي بس نزلتا اطفي سجارة لاكن بيتي التاني قريب وبتاع التكسي الحاتركب معاهو ده بمثل الشعب"
57585,"شافك نازل من وين واخد عنك انطباع ح يقوليك اها كيف انشاء الله امية صلاة العشاء دسيس"
57586,"لو رضيت المصلين كان قراي وصوتك حلو وبتعرف تخشع انا عندي مصلاية في الضهرية"
57587,"كدا شايف نفسه أنجز خلاص تاني أكبر وهمه في تاريخ السودان بعد القحاطة"
57588,"قضية فصل الدين عن الدولة ما تتمثل في حمدوك و الحلو يعني مافي زول فوضهم فيه"
57589,"زي ما يقول المثل تعاين في الفيل وتطعنو في ظله شوفوا ليكم حل للوضع الاقتصادي"
57590,"نتو الكوارث الحاصله دي م عندكم ليها حاجه ولا شغلتكم كلها فصل الدين عن الدولة"
57591,"قناة الجزيرة حايمه جمب الأفران وتسأل في المواطنين رايكم شنو في العيش المخلوط"
57592,"يوم ترشيحك انا وقفت معاك وقفة جامدة قسما ندمان ندم  ياااخ انت بعيد خالص  لمستوي تضحيات الشهداء والثورة"
57593,"قول ليك بصراحة انت بتنقل الكلام  يعني زيك وزي اي قروب في الفيس والله بنات مبرشات احسن منك"
57594,"لسودانيين هم الوحيدين اللى بيتعبوا انفسهم تعب شديد جدا عشان يثبتوا انهم عرب"
57595,"البلد دي ماشة لوين ي عالم لشنو في الموسم الزراعي بس يعني لو سلمو من القتل م يزرعو"
57596,"مافي عربي في السودان قوموا علي حليكم العربي عندوا قاعده اولاً مواليد الجزيره العربية"
57597,"بروفسور جعفر مرغني بتلقاه في كتير من اللقاءات بي يقول انو نحنا كسودانين افضل وصف لينا اننا سودانيين"
57598,"في ناس لو قلت ليهم ياعرب في السودان بيزعلو ولو قلت ليهم افارقة بيزعلو فاحسن شي هو اننا سودانيين بس"
57599,"والله دا طرفنا منهم ماتقولو  كلام ماقلناهو نحن والله كوشيين اولا كوش بن حام بن نوح لو ما عارف اعرف"
57600,"نخلي الكلام دا كلو ونركز نحن سودانيين لانو نحنا ما مستفيدين من انو نحن عرب ولا أفارقة"
57601,"السودانيين عندهم عقدة اللون بدل أن يكونوا راس في أفريقيا رضوا أن يكونوا ضنب عند العرب"
57602,"لاهاي افضل ليهم خليهم تفسلخم السخانه ويساهر بيهم الباعوض لحدي ما يجيب الشعب راجل يحاسبهم وفي كوبر لاهاي دي دلع"
57603,"ممکن افهم هم بقفلو الشارع عشان عايزين شنو و دايرين منو يحقق ليهم الشنو دی"
57604,"شایفک يا الجاي تقول لي لکن ما اساسا هو الوطن و الثوره قبل ما تسأل هل وصلو للحاجة الدایرنها بقفیل الشوارع"
57605,"ياريت يوم تصبوها وتظبطو الشارع دة عشان في مواقف زي دي تكون مقنعة"
57606,"حلاقي البحلق عندو حبشي وسافر قالو شرد من تدهور العمله قال ما غطت معاو"
57607,"عشان كده ما باقي فيكم زولا نافع اختونا و امسكو مليشياتكم عليكم"
57608,"كل مرة يحصل اعتداء يقولوا كدة وبردة التجراى قالوا عليهم كدة واى حاجة عندهم حيقولوا عليها كدة بقت الشماعة"
57609,"ماف اي جهات ما تضرب وتجي تقول بالله والبتعملوا فيه دا شنو مالكم بتضربوا جيشنا"
57610,"قال جهات يا زول البتسوا براكم بيكفي يلا هو الكلام بفروش انا شخصيا ما بتعاطف بالكلام المعسول المخلوط بالسم"
57611,"كان داير تنمية على حساب الاراضي السودانيه تشمها قدحه وكان انطلقنا نحن ناس جنقو القضارف بس كدنكات ساي بنردومك"
57612,"اقدرو على ناسكم وحاربوهم معانا دا إذا مانتو ورا الموضوع بعدم اتفاقكم في ترسيم الحدود"
57613,"مليشياتك هي اللي حتغطس حجر العلاقات لم مليشيات الامهرا والشفته بتوعك قبل تندم"
57614,"الزيك ده كان عندي سلطه كنتا اعدمتك بتهمة الخيانة قلتا قوة افريقية"
57615,"هي حدود حقتنا واسترديناها قوة شنو البطالب بيها كان ما طلعتا اصلا طابور خامس"
57616,"كان الحرب دورت بتبقى زي المراة الكتلو ولدها ورسلت باقي عيالها عشان يشيلو تار اخوهم فمات الجميع"
57617,"طيب سؤال كده بالجد بعيدا عن الحماسة و الهاشمية ال ماخدانا دي هل فعلا جيشنا بقدر على الجيش الإثيوبي"
57618,"عارفين المناطق دي تابعة لينا و عارفين الحدود دي حقتنا لكن بجيشنا ده الله أعلم"
57619,"الجيش السوداني قادر يدخل ادس اببا ولكن نحن عند حدودنا لامكان للمحبطين والعملاء مصر الدور ماشي عليها روقوا المنقة"
57620,"مش قلتو مليشيات طيب مالكم خلونا نريحكم منها مدام مليشيات بلا اخت بلادي بلا حنك"
57621,"لمن تخلي خلف كراعك في وجه المسئوليين الافاضل الحاكمننا تعال افتح خشمك"
57622,"واهل تاني قال الحل شنو ده منافق رئيس دوله وعامل فيها القائدالعام للقوات الاثيوبيه غالبو يدى اوامر"
57623,"منع السمبك لطلاب جامعة نيالا هو الجند المهم  الاساسي لوزيرة القراية الصغيرونة"
57624,"الناس في شنو وانت في شنو بس بتعرفو للكلام الفارغ ياخ الناس بتموت"
57625,"ياخ كلامك خليهو طيب انا انا لما اقفلا معاهو وازهج منى اقبل وين ولا اعمل شنو"
57626,"عندي ود عمتي لو سمع كلامكم دا براهو بقوم بقلب الحكومة ويخليكم تندمو انكم اتدخلتو في شلوفتو"
57627,"كده هبشت الوتر الحساس السفة هي المصبرة الشعب على مواسيركم دي التومباك للسيادي"
57628,"انتو الوزير دا كان جوكي ركشه ولا كمساري في حافله الناس في شنو وهو شنو"
57629,"كان دايرين تخلو البلد وترحلو وماتلحقوا تشيلو شنطكم اهبشو التبغ بأنواعه"
57630,"هو البلد دي الزول لو ما اتعاطى بقدر يقعد فيها ياخ ماتختونا طلعتو"
57631,"لا تتاجرزو وتتحكموو في كييف ومزاج الانسان وجه مجهودك لكنس حشرات الوزارة واستقطاب دعم دولي"
57632,"اصحابي جت بتاعين تمباك عافاهم الله و لما تزيدو السعر دا كلهم ح يجوني انا"
57633,"حكومة تمنع مننا سجايرنا البفرغ لينا زهجنا من فشلها دا تسقط بس ما دايرنها"
57634,"غلبتك الكورونا قبلت علي التبغ نظام شوفوني انا بنجزاي هو التبغ مشكلة لكن حاليا اكبر مشكلة الكرونا الغلبتك تواجهها"
57635,"البسمع مكافحة التبغ وحنك وإهتمام الحكومة بصحة المواطن عيونه ما بتشوف مشكلة النفايات في قلب العاصمة"
57636,"الجماعة ديل بالله ما تهبشوهم لانو تلاتة ارباع البلد بقت عايشة علي المكيفات عشان تقدر تبلع الجغمسة البتسوي فيها الحكومة دي"
57637,"مشكلتكم ما بتهبشو الا السلع الاستراتيجية للمواطن كمان ما غطس حجركم العيش والبنزين حيغطس حجركم التبغ وتمباك"
57638,"انت يا زول راسك المدوقس دا مالك ومال التبغ شوف الكرونا بي وين عليك الله اختانا"
57639,"نحنا كمتبغين بنقول ليكم دا الحاجة الوحيدة المصبرانا علي كتمة البلد دي ولو عملتوا ايي حركة فيهو بنقوول عسكرياو"
57640,"ده فايق ساهي م عندو موضوع الحق المستشفيات دواء ماف الناس بتموت بسبب الدواء كان عايز ليك سفه والا كيس بدوك ليهو"
57641,"في خرمجتكم حقت التحليل والتحريم م قلنا حاجة لكن م ممكن حاليآ خشيتو في اللحم الحي وارجو الراجيكم من التمبكجية"
57642,"نحن في اتحاد التمبكجية بنعمل انقلاب وبنصعد الموضوع لي مجلس الامن الدولي"
57643,"عارفين انو الشغله دي ضاره بالصحه و علي الطلاق شلوفتكم الخاتنها في العلبه ب وره دي شفناها و المترمه كلها دي"
57644,"شان كدي اكان عندكم شغله غير دي سوهوها الناس ديل شيتن مصبرها على الحكومه دي ماف غير الجبنه و سفة الصباح دي"
57645,"كدا الكلام بخش الحوش والله و انت بالطريقه بتطير والله البنزين غليتو قلنا ما حنك"
57646,"التقول الحكومة دي ماسكها دنقلاوي يعني فاهمين انو اي حاجه لو عايز الناس تكرها غليها و زيد سعرها"
57647,"علي الطلاق نضميك دا اخونا جرادل ما قالو الشي بدل توفرو تقعدو تجيبوا بسيط و تغلوا"
57648,"والله الشغله دي كان كدي فكت خلاااس لكن علي بالطلاق تزيذو المكيفات دي تلقو ناس الجاح فان معتصمين ليكم في الوزاره جوا"
57649,"نتو قايلين المصبرنا على فولكم و عيش الفتريته دا شنو لانو بعد كلو وجبه ياهو ي طلعنا كيسنا أو علبتنا"
57650,"نفط الكيزان ده نحن ماعايزنو طلعو لينا واحد جديد بس عشان ما اقولو ده من إنجازاتهم"
57651,"مظاهرات البتطلع وبتصل مجلس الوزراء عشان تسلم حمدوك مذكرة ماله مابجي يطلع يستلم المذكرة منهم"
57652,"انت ياحمدوك لمن تفتح مكتبك للجان الخدمات والتغير بمعسكر ابشوك وزمزم معناته عندك زيارة للمعسكرين قريبه ومحتاج حشد ومحتاج تأييد"
57653,"خلاص كرسي السلطة عشعش ليك في راسك لجان التغيير براها ولجان المقاومه براها ما بتختو بين قوسين"
57654,"الود وقف العريية نزل القزاز وقال لي يلا عايني م تتعاوري من بعيد شايفك تتراجفي هدا وقفت ليك شيلي الشافعة دي وعدي سريع"
57655,"امشي ساي ي بتنا بالله ورفع القزاز ودور العربية وكبرا سريع"
57656,"ياخ من رواشتي طقشتني العربيه هسي يا داب الرواشه زادت بقيت من اشوف خط اسود كرعيني بطاقشو"
57657,"عندنا صحبتنا ما بتعرف تقطع الظلط ووقت نحاول نقطعها بتقعد تكورك تقول واي الموت حار الموت بودي القبر"
57658,"كويس م نزل فيني تويتة داك الجا فجأة قدامي و انا من الخلعة وقفت مكاني و بقيت بنطط واي واي"
57659,"من دون مقدمات إترددت وقررت ترجع جهجهت باكاتي وباكات بتاع العربية ما عرف يعمل شنو"
57660,"جيت راجع جري من الخلعه لما نسيت نفسي ماشي ووين غايتوو نبزتها تمام اليوم داك"
57661,"أنا زوله بقطع عادي ما بخاف ولا بجهجه بتاع العربيه بس الليله سرحانه و قاطعه إلا بتاع الركشه داس فرامل جد جد حسيت نفسي غنماية"
57662,"نحن ما بنعاين زاتو انو في عربيه ولا مافي وطوش طوالي لامن نخلي ناس العربات يقولو الكائنات دي جاي من وين"
57663,"قبل كدة قشطا لي واحدة بالموتر بتكون ليوم الليلة م قطعت ظلط تاني"
57664,"صحوبيتكم ما دسيسة يا عمك لو كنتوا فرد جد كان رسلك تجيب سكر"
57665,"شكلنا حنموت و السودان دا لسه ما بقى مكان صالح للعيش احنا فالحين في التنظير اي حاجة نبدأ نعملها نقلبها تنظير وتخوين و احزاب"
57666,"احنا من القضارف طبعاً والسمسم البتقولو دا والله بنسمع بيهو زيكم كدا السمسم بقت تعلب فيهو فئات معينه و فيهو غش"
57667,"يكون جارك زول فقران فجأة كدا يبني و اخر عربات و تسال الحصل شنو يقول ليك اشتغل ف المحصول غش و سرقة سمسم"
57668,"احنا المويه قاطعه قلوبنا اصلا المواسير ليها سنين م شغاله و من زمن الكيزان جمعو قروش من الناس لا خلو طالب ولا موظف و لاعامل حر"
57669,"نحن مفروض ماننتظر حاجة من بره لا نتعاطف ولا يتعاطفو معانا نأكل نارنا برانا وزي ماقال المثل الجمرة بتحرق الواطيها"
57670,"بس البيحرق في الموضوع لما تلقى السوداني نفسو مهمش بلدو زي الخجلان منها ويجري يتهافت على المشاكل البره عشان يركب الترند"
57671,"مامعقولة بدل ندعي ربنا يفرج ويصرف الشر ع كل بلاد المسلمين تقعدو تقولو وين جماعه فلان وعلان"
57672,"دا شعب الله الغرقان شعب مجامل ويحب يتشوبر ربنا يعوضنا ويخلف علينا بالخير والعمران"
57673,"المقارنة مافي داعي ليها ولما تجي من واحد زيك تبقى مشكلة لأنو إنت كدا صنعت مشكلة من ماف"
57674,"بعدين ياخ العواطف والوقفه معاك ما بطلبوها طلب دي حاجات تلقائية بتكون خليك شايل معنى كلمة زول فيك قبلي ما تكون مجرد هوية"
57675,"جزء الشعب السوداني ده مع بتفاخرو بالحاجات الزي وقفتهم مع بيروت عشان يحسو نفسهم انهم المهمين مع انهم م عارفين سجم رمادهم"
57676,"من زمان تتحكحكو في العرب قولو نحنا أفارقة هسي الحبش يفزعو معاكم الأثيوبين اخوان وكل الدول الافريقية"
57677,"اصلا نحنا لا محسوبين مع عرب  ولا عندهم لينا شي غير الكلام المعسول واسه افريقيا زاتها بقت م عندها لينا شي"
57678,"اصلا السودانيين دي غير البوبار ما عندهم شي مش اسي حصل الكارثه بتاعت الفيضانات دي مافي زول اشتغل بيها"
57679,"اسي اي دولة ان شاء الله كان ماسورة  حلة واحدة عندهم تكسرت يعملوا ليها برنامج"
57680,"العندنا ديل كلهم ضاربين ووهمين المشاهير البرا بتلاقي عندهم انجازات غير الغناء والامور دي حقننا وهم مااكتر"
57681,"المناطق دي ح تبقا بؤره للكوليرا والملاريا فمفروض من هسي الناس تتجهز للحاجه دي"
57682,"القنوات السوادنية ما جابت خبر ليهم وكل الوقت غناء وكلام شامارات ساي"
57683,"تجاهل العالم السودانين ماحوار لانو السودان كل شوي بكارثة جديدة لكن تجاهل السودان نفسه لكوارثه دا الحوار"
57684,"مشاهير السودان مصنوعين صناعة لا فهم لا ثقافه لا تعليم لا معرفه فسخ وجلخ بس"
57685,"حزين عليك يا بلدي فيك ناس ما تستاهل تعيش على ترابك لك الله يا السودان ما بلوم العالم اذا احنا ساكتين"
57686,"انا شايف انو بدل تقول الكلام ده ترفع هاشتاق كبير في الموضوع بتاع الفيضان وتحاول انك تثقف الناس لو انت بديت كل الناس بتدعمك"
57687,"صدق القال نحن لازم نبني الشعب و عقل الشعب و الوطن براهو بيتبني"
57688,"ياخ شدة الموضوع بتااع الاعتصام م عاجبنا لو سقطت مااا ماشين الا البشير يطلق ام جضوم"
57689,"وبعدين وضح للناس انو المحتلين الفشقة ديل عصابة الشفتة طلع محتليها الجيش عديل كدا"
57690,"ياتو سلول فيهم السلوليون ده خشم بيوت بس وفيت وكفيت ي دفعه"
57691,"حاجة ظابطة شديد بالجد المرضى محتاجين برامج ترفيهية زي دي تطلعم من التنشة والدبرسة الحاصلة عليهم"
57692,"م عندهم شغله بس هم كل يوم بشوفو الموت احسن تجيب ليك امام اقرء ليهم ايات قرانيه ولا تغنو ليها"
57693,"وياحليل السودان خلاص انتهى من دخلو الجنجويد نحن كشباب بعد والله حقو نعلن الجهاد ضد الجنجويد لانو السودان غااالي"
57694,"يعني لو صارحت مالك نحن ما بينا الصراح كان ضميرنا ارتاح وحاتك وشلنا لومنا عليك سماح وقلنا راح"
57695,"صحي هو مشا خلاص بعد دا صرخي زي الصرخي بس سمح الغنا من خشم سيدو"
57696,"معظم البعلقو مبسوطين يعني لم نضر زول بنتكيف شديد والله المشكلة فيكم انتو مافي الكيزان"
57697,"هسي كديه اقيفو مع القوات المسلحة السودانية في الحدود وهم قاعدين يقاتلوا عشان يرجعوا اجزاء السودان من الحبش"
57698,"الله يهديكم بلاش ناس تموت فترنا والله حافظو علي الارواح من قتل نفس"
57699,"كتائب الكيزان اثبتو لينا ولو درتو متطوين والله جاهزيه كلام الإعلام خلوهو وتحشركم"
57700,"بعد الوضع الاحنا فيه ده ما اجو ولا حاجه ونشوف لينا طريقه زاتو نتخارج انحنا"
57701,"يستاهلو هم طلعييين ماشين وين البلد في شنو وهم في شنو ده زمن مظاهرات ده وقت الكلمه تتوحد بعداك ظاهرو علي كيفكم"
57702,"احموها كويس وخلو بالكم بعدين ماتجينا طلقة طائشة تصيب وتقتل مننا وتقولو ما عارفين مصدرها"
57703,"ياخ اقول لييكم من الاخر كده الشهداء ماماتو عشانكم ماتو عشان اهل بيتهم زول يديني دليل النية او القول القالوهو"
57704,"يلا جري الباب معاك وما تنسي مدني زاتو سوقيهوا معاك قطر عجيب يودي ما يجيب"
57705,"تدقونا و تشربونا بمبان لمن الله يغفر لينا و تجو تهنونا زكرتوني الاب البدق ولدو ويسوقو الدكان يشتري ليهو عشان يراضيهو"
57706,"الناس في شنو وانتو في شنو العيش الغاز الوقود الخ شوفو المسائل دي وبطلو الفارغة بالله"
57707,"يا سعادتك انا شايف لو كسرتو حنك المدارس و الجامعات ده سنة كده بكون كويس"
57708,"ولا مويه بتقطع ولا عيش معدوم ودواء بالكوم وردوم سيبونا في حالنا"
57709,"نحن ح نكون صوت الثوره نحن إعلامها وأفضل من يوصل الحقائق للناس أي واحد أو واحدة شايل تلفونوا يوثق الحاصل"
57710,"بعد تسقط  و نبني بلدنا ما دايره اشوف لا الجزيره لا العربيه بصورو فديوهات لبلدنا ولا عاوزين معاهم شي"
57711,"اما قنوتنا البتجيب الهم دي و جايبين لي مسلسلات من زمن ولادتي  اتصبر بس كان ما قفلناها وجودا وعدما واحد اصلا"
57712,"لما اتشوفي السودان لوين رايح اتوعدي بعدم النسيان والعرب لن ينسوا انهم في عز محنهم كنتم نيام صح النوم يا زوله"
57713,"لخير لينا الحمدلله الما دخلو اي حاجه بدخلو فيها بكجوها الله يكفينا شر الكجه برانا ما ناقصين كج لحدي ما الكج الكبير يطلع"
57714,"هو  ده مالو بتكلم بطرف نخرتو وعاوج خشمو ومادي بوزو وبطنو طامه وقرفان كده"
57715,"انتي عارفة لو واحد جاء منهم الكيزان وكلابو حيعملوا فيهو شنو خلي ناسنا ينقلو اول وبعد كدة نلوم القنوات الخارجية"
57716,"والله ناسنا زاتهم لايمنهم قبيل قناة السودان ناقلة برنامج مباشر عن الفلكلور الشعبي ديل حسابهم بعدين براه"
57717,"الحاصل دا إمتحان لكم لازم تبنو نفسكم بنفسكم التراجع مهماحصل العملتوهو والأنجزتوهو ماغى حد غيركم يعرف طعمو وفهمو"
57718,"الكيزان خلطو البلد وتقسو المجتمع دمرو مفاهيم الناس إعلموهم اللهط الكسب السريع دون تعب ولا تفكيرعشان كدا اتحزموا أتكربو"
57719,"حاجه تغيييظ وتزعل جابو في الجزيره شويه وخلاص في قنوات كتيره ماجايبه الخبر صاحبتي ماسودانيه سالتني لمن شافت الحاله قالتلي مالها السودان"
57720,"عندهم مصالح و ما عايزنها تسقط عشان كدا م عايزين يسلطو عليها الضوء  بس نحنا ح نرتكز ع روحنا و نقوم برانا"
57721,"الله معنا م عايزين تاني و خالي الإعلام العالمي ياخي ديل أعلام حقنا حق السودان دا الناس الشغالين فيهو ديل م بخجلو من نفسهم"
57722,"الواحد كيف بمشي في الشارع او بشوف اهلوا ولله أمس بشاهد في التلفزيون السودان و قناة الغد والله بكيت عديل"
57723,"بعد تسقط ان شاء الله حنقااطع الإعلام العربي كلو و لو قدرنا نتخارج من البلدان العربيه دي كمان نخليه"
57724,"صدقيني انو من حسن حظنا الإعلام العربي نايم عن ثورتنا لانو اعلام كلو بيخدم اجندات و مصالح دول عربية لكن الإعلام الغربي مهم"
57725,"المستفيدين من الحكومه الفاشله دي كتار علشان كده عايزنها تكون قاعده لكن في السودان الجديد السودان للسودانين"
57726,"احلا حاجه انهم م لتفتو لثورتنا لانهم بدمروها ويخربوها علينا بديناها برانا وبنكمل برانا"
57727,"انحنا ذاتنا نستاهل متلصقين في العرب التقول انحنا من الجحفه ولا من بني هاشم لصيق الطين في الكرعين ماببقي نعلين"
57728,"ليهم يوم يابتنا كدي بس ننجز مووضع بشة ده وبنقبل عليهم وأولهم ناس حسين خوجلي وبت التوم"
57729,"نفس الجيل الحسي نصه بره السودان والنص التاني عاطل في شارع النيل الأمل أصبح في الجيل الثائر حسي في الشارع"
57730,"ماتعملو الموضوع قومة وقعدة الحمد لله على السلامة الوصول والبركة فيك وترجع بالسلامه ان شاء الله"
57731,"ده السودان كلو بقى حركات مسلحه باقى انا لسه ما عملت بعد افضى بعمل لى حركه مسلحة"
57732,"عمرنا  في حياتنا دي م حنمش خطوة لقدام بسبب الحقد والضر ألفي الناس ديل"
57733,"ياخوانا البلد مابلد الكيزان ولا البرهان دي حقتنا وحقت اولادنا لازم نتكاتف ونتعاون ونبلغ عن اي سلوك يضر بالبلد"
57734,"لي ايام البشير م كان بتقطع زي قطعتكم دي والله غشيتو الشعب وجوعتو ولسه الجاي اكعب من كده"
57735,"كدي سيبكم من السرقة والتخريب البرج دا واقف كيف في الجو قلبت التلفون فوق تحت ما عرفت"
57736,"بعد ما الجبليه والدوليه اتصالحوا عدمنا الاخبار في البلد يعني شنو مصورين الشارع فاضي ما عشان الجيب فاضي"
57737,"في شمار في السوق العربي ماجاء عليكم لسه جلستو خلاص في الخبارات"
57738,"اصبر خلي التويتر يفتح في السودان والناس تقدر تسجل بارقام سودانية ح نعرف تاني الصادقين منو والما صادقين"
57739,"حساب حميدتي وبس انا متابعو مش في تويتر بس حتى في البنك كمان الزول لازم يتابع الحسابات"
57740,"تجيب كلام من مصدر صحيح  حتى لوكنت إسرائيلي بنصدقك أما تكذب لينا وتلف وتدور والله لو كنت حمدوك بنرجمك"
57741,"والله ياسعادتك نحن ما قاعدين نثق في زول لا واقعا لا افتراضا ولا حتى اجابتي دي زاتها ما ذات مصداقية"
57742,"هل ممكن يلغوا قيود تاشيرات اللوتري ياخ هرمنا و الفرصة جات ليه حكومتنا بس ما دخلتها في الشروط"
57743,"عارفين نحن الحاصل قبل أيام واحد عامل فيها حبشي فاكرني من الجماعة الطيبين صرفت ليهو بركلو من الداخل لمن اتكيف"
57744,"حتي لو بقي معلم في التقليد بقع بقع ولغتنا صعبه شديد لو عرف يقلد السوداني بخزلو الرندوك ياجصلي"
57745,"شكلو ف حاجة داير تجيبها لينا قول ي بعشم نحن منتظرين الزيت"
57746,"مافي داعي للردونك عشان ما نمرق معاهم سودانيين برا الشبكة زي الجماعة"
57747,"شكلو كده جماعتك الكانو جوا شالوهم وبقيت ما عارف الفساد والخم الحاصل من الناس ديل قدر شنو"
